organization,DISTRICT_ID,TYPE,COUNTY,COGO_ACRES,PLAT_ACRES,DIGITIZED,STATUS,CREATION_DATE,BNDRY_CHANGE,METHOD,SOURCE,ACCURACY,COMMENTS,INITIALS,UPDATED,TX_CNTY,FIPS,SHAPEAREA,SHAPELEN
Harris County MUD 480,3737175,MUD,Harris,505.1348634,503.266,N,A,2007/01/30 00:00:00+00,2014/11/19 00:00:00+00,MB,FN,P,h,ks,2016/11/30 00:00:00+00,101,201,0.000191353,0.125375368
Harris County MUD 374,3738402,MUD,Harris,735.1918329,732.407,N,A,2001/09/19 00:00:00+00,2007/03/08 00:00:00+00,MB,FN,NP,harrismud374_*.txt,kp,2007/09/26 00:00:00+00,101,201,0.000278012,0.109579866
The Woodlands Metro Center MUD,8735000,MUD,Montgomery,1605.799009,1599.595,N,A,1978/07/18 00:00:00+00,2007/05/14 00:00:00+00,MB,FN,NP,thewoodlandsmcmud-*.txt,kp,2007/09/26 00:00:00+00,170,339,0.000608643,0.314943928
Denton County FWSD 4-A,2721844,FWSD,Denton,208.9162255,208.268,N,A,2004/12/15 00:00:00+00,2006/05/18 00:00:00+00,MB,FN,NP,dentonfwsd4a_*.txt,kp,2007/10/02 00:00:00+00,61,121,8.17E-05,0.0666266
Denton County FWSD 2-A,2721807,WCID,Denton,1658.240973,1652.8067,N,I,1998/08/20 00:00:00+00,1998/11/18 00:00:00+00,MB,FN,NP,dentonfwsd2A_*.txt,kp,2007/10/05 00:00:00+00,61,121,0.000647458,0.159171774
Denton County FWSD 6,2721848,FWSD,Denton,661.8937253,659.8,Y,A,2000/05/09 00:00:00+00,2003/04/17 00:00:00+00,D,MAPMB,NP,"dentonfwsd6-*.txt, plus a circle",sjm,2004/04/30 00:00:00+00,61,121,0.000258701,0.264639912
Ector County Utility District,2816000,MUD,Ector,8827.443614,0,N,A,1976/07/12 00:00:00+00,,E,SHP,NA,ector_ud.shp,sjm,2004/05/03 00:00:00+00,68,135,0.003403567,0.503649325
Harris County MUD 373,3738400,MUD,Harris,151.6081247,151.0716,NA,A,1999/09/14 00:00:00+00,,MB,FN,P,harrismud373.txt,jb,2002/07/29 00:00:00+00,101,201,5.71E-05,0.03948219
Harris County MUD 273,3737736,MUD,Harris,112.3158834,111.8884,NA,A,1986/05/28 00:00:00+00,1998/11/30 00:00:00+00,MB,FN,P,harrismud273.txt,jb,2002/07/29 00:00:00+00,101,201,4.25E-05,0.032845318
Harris County MUD 459,3737163,MUD,Harris,272.4915336,272.565,N,A,2006/01/17 00:00:00+00,2016/03/17 00:00:00+00,MB,FN,P, ,ks,2016/11/17 00:00:00+00,101,201,0.000102884,0.082173728
Kings Crossing MUD,5196125,MUD,Grayson,492.3321064,493.07,N,A,2007/09/01 00:00:00+00,2009/04/23 00:00:00+00,MB,FN,P, ,ks,2016/12/12 00:00:00+00,91,181,0.000193321,0.072075309
Fort Bend County MUD 129,3081988,MUD,Fort Bend,669.697891,668.46,N,A,2003/10/24 00:00:00+00,2016/10/24 00:00:00+00,MB,FN,NP, ,KS,2017/03/17 00:00:00+00,79,157,0.000252271,0.126296049
Nottingham Country MUD,6042950,MUD,Harris,1010.686039,1010.4384,N,A,1981/02/24 00:00:00+00,1996/11/18 00:00:00+00,MB,MAPMB,P,NA,mc,2001/02/21 00:00:00+00,101,201,0.000381482,0.106714517
Northgate Crossing MUD 1,5983650,MUD,Harris,318.4444713,318.3,N,A,1985/06/15 00:00:00+00,,MB,MAPMB,NP,difference in acreage,mc,2001/02/12 00:00:00+00,101,201,0.000120616,0.048626804
Harris County MUD 81,3737210,MUD,Harris,920.981612,920.713,N,A,1973/07/27 00:00:00+00,1978/07/20 00:00:00+00,MB,MAPMB,NP,difference in acreages,mc,,101,201,0.000347664,0.091190204
Harris County MUD 62,3737172,MUD,Harris,448.918562,448.8106,N,A,1978/01/04 00:00:00+00,,MB,MAPMB,P,NA,mc,,101,201,0.000169511,0.053188879
West Harris County MUD 9,8472960,MUD,Harris,422.2180717,422.1105,N,A,1979/06/06 00:00:00+00,,MB,MAPMB,P,NA,mc,2001/02/23 00:00:00+00,101,201,0.000159605,0.058376402
Westador MUD,8463000,MUD,Harris,360.1895327,360.2144,N,A,1968/12/03 00:00:00+00,1971/05/13 00:00:00+00,MB,MAPMB,NP,difference in acreages,mc,2001/02/23 00:00:00+00,101,201,0.000136316,0.109129375
Harris County WCID 91,4200000,WCID,Harris,320.5659284,320.55,N,A,1965/01/07 00:00:00+00,1967/06/08 00:00:00+00,MB,MAPMB,P,NA,mc,2000/09/20 00:00:00+00,101,201,0.000121317,0.062457987
Harris County Utility District 15,3744800,MUD,Harris,501.2753202,501.36,N,A,1971/06/04 00:00:00+00,1995/10/19 00:00:00+00,MB,MAPMB,NP,difference in acreagess,mc,2000/09/05 00:00:00+00,101,201,0.000189564,0.08065584
Harris County Utility District 14,3744700,MUD,Harris,536.2024875,536.01,N,A,1971/05/26 00:00:00+00,1978/02/15 00:00:00+00,MB,MAPMB,NP,difference in acreages,mc,2000/09/05 00:00:00+00,101,201,0.000202758,0.070607608
Shasla PUD,7557000,MUD,Harris,208.3293563,208.3335,N,A,1971/05/26 00:00:00+00,1975/06/26 00:00:00+00,MB,MAPMB,P,NA,mc,2000/12/05 00:00:00+00,101,201,7.89E-05,0.036239737
Harris County WCID 84,4165000,WCID,Harris,1164.62056,1161.0245,N,A,1963/04/24 00:00:00+00,2015/02/10 00:00:00+00,MB,FN,NP, ,ks,2018/07/11 00:00:00+00,101,201,0.000439809,0.284889348
First Colony LID,3036000,LID,Fort Bend,1991.587161,1991.0624,N,A,1982/04/26 00:00:00+00,1996/10/16 00:00:00+00,MB,MAPMB,NP,difference in acreages,mc,,79,157,0.000750486,0.167611105
Fry Road MUD,3112000,MUD,Harris,349.0768761,349.024,N,A,1973/11/07 00:00:00+00,,MB,MAPMB,P,NA,mc,,101,201,0.000131809,0.049575167
Conroe MMD 3,2403134,MMD,Montgomery,191.968045,191.97,N,I,2019/06/10 00:00:00+00,,MB,FN,P, ,ks,2019/07/31 00:00:00+00,170,339,7.29E-05,0.052964808
Montgomery County MUD 167,5857648,MUD,Montgomery,242.1225917,242.128,N,I,2019/06/10 00:00:00+00,,MB,FN,P, ,ks,2019/08/07 00:00:00+00,170,339,9.19E-05,0.055759492
Enchanted Place PUD,2890000,MUD,Harris,185.9982128,185.9514,N,I,1971/06/01 00:00:00+00,,MB,MB,NP,"no  map, cannot open possible e00 f",mc,,101,201,7.02E-05,0.033560258
Castlewood MUD,2256400,MUD,Harris,324.3526372,324.2726,N,A,1973/08/21 00:00:00+00,,MB,MAPMB,P,NA,mc,,101,201,0.000122474,0.047118378
Brown County Water Improvement District 1,1720000,MUD,Brown,24966.38692,24965,Y,A,1926/11/27 00:00:00+00,1967/02/15 00:00:00+00,MB,MAP,NP,"db inaccuate (?), large gap",sb,,25,49,0.009614279,0.660628278
Brookesmith SUD,1703500,SUD,Brown,243216.8846,0,Y,A,1989/06/29 00:00:00+00,,D,MAP,NP,"no plat_acres, see note",sb,,25,49,0.093588941,2.126896235
Wickson Creek SUD,8602000,SUD,Brazos,158787.7179,0,Y,A,1989/03/16 00:00:00+00,,MAP,MAP,NP,difference in acreages,mc,2001/03/06 00:00:00+00,21,41,0.060556518,1.504669684
Varner Creek Utility District,8271000,MUD,Brazoria,1169.747128,1169.64,N,A,1971/05/24 00:00:00+00,,MB,MAPMB,NP,NA,sb,,20,39,0.000439005,0.100396147
Treasure Island MUD,7972000,WCID,Brazoria,150.4955606,0,Y,A,1965/06/16 00:00:00+00,1974/03/02 00:00:00+00,D,MAP,NP,"db & cogo acres off,poor fit toTXDO",sb,,20,39,5.64E-05,0.041448391
Oak Manor MUD,6180000,MUD,Brazoria,312.3254195,312.2389,N,A,1963/05/30 00:00:00+00,1976/12/07 00:00:00+00,MB,MAPMB,NP,where is map SWT used? bndry diffre,sb,,20,39,0.000117406,0.064558811
Commodore Cove Improvement District,2398000,WCID,Brazoria,301.530284,301.3276,N,A,1965/06/17 00:00:00+00,1965/07/14 00:00:00+00,MB,MAPMB,P,NA,sb,,20,39,0.000112999,0.057826248
Brazoria County MUD 7,1636580,MUD,Brazoria,208.3137571,208.2113,N,I,1984/05/16 00:00:00+00,1991/01/29 00:00:00+00,MB,MAPMB,P,NA,mc,,20,39,7.85E-05,0.040888491
Brazoria County MUD 14,1636615,MUD,Brazoria,967.2021217,0,N,I,1987/06/02 00:00:00+00,,MB,MAPMB,P,no plat acres,mc,,20,39,0.000363185,0.100440372
Jefferson County Drainage District 6,4920000,DD,Jefferson,319231.4696,0,Y,A,1920/01/21 00:00:00+00,1961/06/20 00:00:00+00,OSD,MAP,NP,jefferson_dd6.shp,SFA,2009/08/03 00:00:00+00,123,245,0.120735465,3.658320454
Village at Katy Development District,5155000,OTH,Harris,84.32629584,84.022,N,A,2003/06/20 00:00:00+00,2005/07/05 00:00:00+00,MB,FN,P,village@katydd*,kp,2006/01/31 00:00:00+00,101,201,3.18E-05,0.026245348
Paseo De La Resaca MUD 1,7024200,MUD,Cameron,233.8699471,234.789,N,A,1997/06/25 00:00:00+00,,MB,FN,NP,pdlrmud1.txt,kp,,31,61,8.53E-05,0.060981481
Paseo De La Resaca MUD 2,7024400,MUD,Cameron,421.8135722,423.451,N,A,1997/06/25 00:00:00+00,,MB,FN,NP,[d;rmud2.txt,kp,,31,61,0.000153847,0.082641187
Paseo De La Resaca MUD 3,7024600,MUD,Cameron,228.9817254,229.874,N,A,1997/06/25 00:00:00+00,,MB,FN,NP,pdlrmud3.txt,kp,,31,61,8.35E-05,0.043915039
West Travis County MUD 1,8485000,MUD,Travis,1417.415954,1411.74,N,I,1988/04/11 00:00:00+00,,MB,FN,NP,wtravismud1*.txt,kp,,227,453,0.000538188,0.130792141
West Travis County MUD 2,8487000,MUD,Travis,329.8088666,328.38,N,I,1988/04/11 00:00:00+00,,MB,FN,NP,wtravismud2*.txt,kp,,227,453,0.000125228,0.100593997
South Shore Harbor MUD 7,7585214,MUD,Galveston,471.3495092,469.7435,N,A,2001/07/24 00:00:00+00,,MB,FN,NP,southshoremud7*.txt,kp,,84,167,0.000177491,0.063622691
Harris County MUD 248,3737570,MUD,Harris,507.2178727,509.623,N,A,1984/05/02 00:00:00+00,2020/05/13 00:00:00+00,MB,FN,NP, ,SPT,2020/08/13 00:00:00+00,101,201,0.000191773,0.168373651
Corpus Christi Downtown Management District,2404385,MMD,Nueces,342.4330071,348.531,Y,A,1992/06/01 00:00:00+00,,MB/DWG,MAPFN,NP,ccdtmgtdistrict.txt,kp,,178,355,0.000126896,0.045151172
Montgomery County MUD 8,5857300,MUD,Montgomery,632.3243679,631.2276,Y /,A,1972/09/12 00:00:00+00,2005/01/12 00:00:00+00,MB,FN,NP,autocad/montgomerymud8*.txt,kp,2006/02/16 00:00:00+00,170,339,0.000240187,0.212122574
San Diego MUD 1,7466000,MUD,Duval,1336.808525,1335.86,N,A,2000/02/07 00:00:00+00,,MB,FN,NP,sandiegomud1.txt,kp,,66,131,0.000495227,0.168778033
The Falls MUD,2893500,MUD,Colorado,682.1339541,679.597,N,A,1985/01/09 00:00:00+00,2010/10/20 00:00:00+00,MB,FN,P,fallsmud_*.txt,kp,2012/02/06 00:00:00+00,45,89,0.000257701,0.075627116
Gateway Park MMD,6831750,MMD,Wharton,389.9862411,390.27,N,A,2019/06/07 00:00:00+00,2020/03/31 00:00:00+00,MB,FN,P, ,SPT,2020/11/19 00:00:00+00,241,481,0.000146445,0.05797207
Cleveland MUD 1,2306775,MUD,Montgomery,291.4203049,291.421,N,A,2019/02/15 00:00:00+00,2020/05/06 00:00:00+00,MB,FN,P, ,SPT,2020/08/13 00:00:00+00,170,339,0.000110592,0.058083779
Montgomery County MUD 154A,5857557,MUD,Montgomery,622.2507053,623.36,N,A,2017/05/18 00:00:00+00,2020/05/07 00:00:00+00,MB,FN,P,       ,SPT,2020/08/17 00:00:00+00,170,339,0.00023591,0.086648405
Harris County MUD 404,3737135,MUD,Harris,222.5918448,221.8098,N,A,2005/01/10 00:00:00+00,2017/10/30 00:00:00+00,MB,FN,P, ,SPT,2020/12/04 00:00:00+00,101,201,8.39E-05,0.06517715
Brickston MUD,1702250,MUD,Travis,636.2825479,637.3,N,A,2019/06/10 00:00:00+00,2020/03/05 00:00:00+00,MB,FN,P, ,SPT,2020/12/04 00:00:00+00,227,453,0.000241612,0.083157103
Harris County MUD 409,3737157,MUD,Harris,170.9275597,170.3187,N,I,2005/08/30 00:00:00+00,,MB,FN,NP,harrismud409_*.txt,kp,,101,201,6.44E-05,0.047612042
El Paso Downtown Management District,2872000,MMD,El Paso,295.4835264,294,N,I,1997/03/10 00:00:00+00,,MB,FN,NP,elpasodmd.txt,kp,,71,141,0.000113828,0.067490696
Harris County MUD 318,3737832,MUD,Harris,204.2673662,203.4829,NA,I,1985/06/14 00:00:00+00,,MB,FN,P,harrismud318.txt,jb,2002/07/26 00:00:00+00,101,201,7.73E-05,0.03967212
Harris County MUD 317,3737830,MUD,Harris,156.6542639,156.0416,NA,I,1985/06/14 00:00:00+00,,MB,FN,P,harrismud317.txt,jb,2002/07/26 00:00:00+00,101,201,5.93E-05,0.045470582
Spring Meadows MUD,7593030,MUD,Harris,423.4797464,421.927,NA,A,1999/05/06 00:00:00+00,,MB,FN,P,spring meadows mud.txt,jb,2002/07/31 00:00:00+00,101,201,0.00015994,0.065612653
Bear Creek MUD,1213000,MUD,Harris,311.4688815,310.3048,NA,I,1971/06/04 00:00:00+00,,MB,FN,P,bearcreekmud.txt,jb,2002/08/02 00:00:00+00,101,201,0.000117697,0.043371083
Tower Oaks Plaza MUD,7805000,MUD,Harris,146.900632,146.3453,NA,I,1988/11/16 00:00:00+00,,MB,FN,P,toweroaksplazamud.txt,jb,2002/08/01 00:00:00+00,101,201,5.56E-05,0.049348384
Mackenzie Municipal Water Authority,5662000,RA,Briscoe,2336.474715,0,NA,A,1965/05/28 00:00:00+00,,D,MAP,NP,On-screen Digizited,ra,2002/07/05 00:00:00+00,219,437,0.000928577,0.198215822
Old Town Spring Improvement District,6205100,MMD,Harris,212.2714065,0,NA,A,2001/08/21 00:00:00+00,,D,FN,NP,NA,jb,2002/08/07 00:00:00+00,101,201,8.04E-05,0.034142663
Cedar Bayou Park Utility District,2257000,WCID,Harris,188.9928381,188.01,NA,A,1969/05/21 00:00:00+00,,MB,OTHER,NP,cedarbayouparkud.txt,jb,2002/08/06 00:00:00+00,101,201,7.14E-05,0.062553736
Fort Bend County MUD 131,3082099,MUD,Fort Bend,277.4333339,276.491,NA,A,2002/03/11 00:00:00+00,,MB,FN,NP,fortbendmud13.txt,eg,2002/08/06 00:00:00+00,79,157,0.000104422,0.048104289
Harris County MUD 217,3737502,MUD,Harris,216.5970383,216.4379,N,A,1981/06/24 00:00:00+00,2005/12/21 00:00:00+00,MB,FN,NP,harrismud217_*.txt,kp,2006/09/19 00:00:00+00,101,201,8.19E-05,0.050838891
West Ranch Managment District,8474545,MMD,Harris,766.9315241,765.3061,N,A,2005/06/17 00:00:00+00,,MB,FN,NP,wranchmd_*.txt,kp,,101,201,0.000288739,0.168552809
Oak Point WCID 3,6184375,WCID,Denton,102.7498144,102.438,N,A,2005/09/07 00:00:00+00,,MB,FN,P,oakptwcid3.txt,kp,,61,121,4.02E-05,0.040595704
Oak Point WCID 4,6184688,WCID,Denton,216.9232649,213.32,N,A,2006/08/15 00:00:00+00,,MB,FN,NP,oakptwcid4.txt,kp,,61,121,8.49E-05,0.067546453
Lakeside MUD 6,5312500,MUD,Travis,111.3695719,110.89,N,A,2006/09/08 00:00:00+00,,MB,FN,P,lakesidemud6.txt,kp,,227,453,4.23E-05,0.029915996
Paloma Lake MUD 2,6805250,MUD,Williamson,341.3366515,339.92,N,A,2006/08/10 00:00:00+00,2007/02/21 00:00:00+00,MB,FN,P,palomalakemud2_*.txt,kp,2007/08/23 00:00:00+00,246,491,0.000129877,0.074001517
North Fort Worth WCID 1,5983823,WCID,Denton,252.1652298,251.75,N,A,2006/08/21 00:00:00+00,,MB,FN,NP,nftworthwcid1_*.txt,kp,,61,121,9.85E-05,0.078932831
Montgomery County MUD 96,5858252,MUD,Montgomery,285.8272529,285.543,N,A,2006/08/21 00:00:00+00,,MB,FN,P,montgomerymud96_*.txt,kp,,170,339,0.000108225,0.056517358
Briar Ridge MUD,1701000,WCID,Harris,496.9319678,496.804,N,I,1967/06/16 00:00:00+00,,MB,MAPMB,P,NA,mc,,101,201,0.000187277,0.071462536
Beltway 8 MUD 3,1258800,MUD,Harris,372.9285535,372.796,N,I,1988/01/06 00:00:00+00,,MB,MAPMB,P,may need to be moved /see note,mc,,101,201,0.000140982,0.062334263
Beltway 8 MUD 2,1258700,MUD,Harris,502.6690574,502.576,N,I,1988/01/06 00:00:00+00,,MB,MAPMB,P,may need to be moved /see note,mc,,101,201,0.000190049,0.060969578
Beltway 8 MUD 1,1258600,MUD,Harris,394.2803383,394.206,N,I,1988/01/06 00:00:00+00,,MB,MAPMB,P,may need to be moved /see note,mc,,101,201,0.000149076,0.057368934
Baytown Area Water Authority,1211100,OTH,Harris,81432.45671,0,N,A,1973/06/15 00:00:00+00,,E,DGN,NP,no db or plat acres,mc,,101,201,0.030743234,1.135042593
Cypresswood Utility District,2414500,MUD,Harris,438.1226894,437.816,N,A,1971/06/01 00:00:00+00,2014/07/28 00:00:00+00,MB,MAPMB,NP,NA,JSA,2018/08/22 00:00:00+00,101,201,0.000165829,0.107876157
Cornerstones MUD,2404375,MUD,Harris,585.0648377,585.01,N,A,1978/02/23 00:00:00+00,,MB,MAPMB,P,NA,mc,,101,201,0.000220832,0.060685621
Clay Road MUD,2296000,MUD,Harris,312.0018335,311.8572,N,A,1978/07/06 00:00:00+00,,MB,MAPMB,P,NA,mc,,101,201,0.000117859,0.043683877
Chelford One MUD,2283350,MUD,Harris,433.7108401,433.574,N,A,1975/12/08 00:00:00+00,1978/02/14 00:00:00+00,MB,MAPMB,NP,NA,sb,,101,201,0.000163625,0.053989698
Harris County MUD 80,3737207,MUD,Harris,208.2024909,208.17,N,I,1984/04/11 00:00:00+00,,MB,MAPMB,P,NA,mc,,101,201,7.87E-05,0.036346295
Harris County FWSD 27,3682000,FWSD,Harris,1036.054379,1412,Y,A,1953/09/10 00:00:00+00,,D,MAPMB,NP,difference in acreages,mc,,101,201,0.000391174,0.100016143
Rockwall County Consolidated MUD 2,7299000,MUD,Rockwall,1.00331904,1,N,A,1972/06/19 00:00:00+00,2005/07/12 00:00:00+00,MB,FN,NP,rockwallccmud2_1.txt,kp,2005/08/08 00:00:00+00,199,397,3.91E-07,0.002503873
Harris County MUD 63,3737174,MUD,Harris,427.0866052,425.52,N,A,1978/01/04 00:00:00+00,2005/07/20 00:00:00+00,MB,FN,NP,harrismuc63_anx,kp,2005/08/19 00:00:00+00,101,201,0.00016126,0.064802992
Oak Point WCID 1,6183125,WCID,Denton,191.6429384,191.0618,N,A,2005/06/28 00:00:00+00,,MB,FN,P,oakpointwcid1.txt,kp,,61,121,7.50E-05,0.040477504
Galveston County WCID 12,3330000,WCID,Galveston,1221.817712,1249.1037,N,A,1951/06/11 00:00:00+00,2021/12/13 00:00:00+00,MB,FN,NP,acreage different,gn,2022/02/25 00:00:00+00,84,167,0.000460299,0.328002728
Horseshoe Bay WCID 3,4650200,WCID,Llano,550.1101824,549.969,Y,I,1999/06/19 00:00:00+00,,OSD,FN,NP,horseshoe_bay_wcid3.shp,SFA,2009/08/05 00:00:00+00,150,299,0.000209293,0.067310632
Grand Lakes MUD 1,3403010,MUD,Fort Bend,385.6806843,385.5267,N,A,1985/12/11 00:00:00+00,1998/03/06 00:00:00+00,MB,MAPMB,P,renamed fm Via Ranch MUD 1,ra,2002/04/15 00:00:00+00,79,158,0.000145513,0.048718546
Fayette County WCID - Monument Hill,3035000,WCID,Fayette,511.7068169,511.632,N,A,1965/11/01 00:00:00+00,1991/03/06 00:00:00+00,MB,MAPMB,NP,"db & cogo acres off, outdated map",sb,,75,149,0.000193399,0.090194716
Bois DArc MUD,1556000,MUD,Fannin,132318.6192,0,N,A,1979/06/06 00:00:00+00,,MB,MAPMB,NP,no plat acres,sb,,74,147,0.052090385,1.136720313
Harris County MUD 517,3747415,MUD,Harris,500.4871888,498.5,N,I,2009/11/02 00:00:00+00,,MB,FN,P,harrismud517,kp,2009/12/03 00:00:00+00,101,201,0.0001896,0.056545661
Harris County MUD 436,3737340,MUD,Harris,200.7557707,199.98,N,I,2006/06/06 00:00:00+00,,MB,FN,NP,harrismud436,kp,2009/12/04 00:00:00+00,101,201,7.60E-05,0.041774739
Far Hills Utility District,3023000,WCID,Montgomery,436.2669625,435.9007,N,A,1972/01/04 00:00:00+00,2008/01/01 00:00:00+00,MB,FN,NP,farhillsud_*,kp,2012/07/26 00:00:00+00,170,339,0.000165712,0.138978138
Williams Ranch MUD 1,8661500,MUD,Fort Bend,149.7524795,149.92,N,A,2015/07/09 00:00:00+00,,MB,FN,P, ,ks,2019/01/16 00:00:00+00,79,157,5.66E-05,0.036335179
Harris County WCID 110,4241100,MUD,Harris,1284.691874,1300.4721,N,A,1968/05/09 00:00:00+00,2020/05/07 00:00:00+00,MB,FN,NP, ,ks,2020/12/18 00:00:00+00,101,201,0.000486315,0.369240178
Sienna Plantation MUD 4,7573700,MUD,Fort Bend,1067.161798,1063.538,N,A,1997/03/10 00:00:00+00,2009/10/16 00:00:00+00,MB,FN,NP,siennaplantmud4_*.shp,kp,2009/12/30 00:00:00+00,79,157,0.000401728,0.126751455
Quail Creek MUD,7159000,MUD,Victoria,738.0744994,738.45,N,A,1985/06/15 00:00:00+00,,MB,FN,NP,quailcreekmud.txt,kp,,235,469,0.000275979,0.083917364
West Central Texas Municipal Water District,8470000,RA,Taylor,74364.44724,0,N,A,1955/04/15 00:00:00+00,1981/04/04 00:00:00+00,D,OTH,NP,west_central_tx_mwd.shp,SFA,2009/01/27 00:00:00+00,221,441,0.028868549,2.00369455
Alice Water Authority,990000,MUD,Jim Wells,8031.52192,0,Y,A,1962/02/01 00:00:00+00,1981/01/01 00:00:00+00,OSD,OTH,NP,alice_wa.shp,SFA,,125,249,0.002975193,0.47172644
Rotan Municipal Water Authority,7330000,OTH,Fisher,22764.21424,0,Y,A,1961/05/27 00:00:00+00,,OSD,FN,NP,rotan_mwa.shp,SFA,2009/06/19 00:00:00+00,76,151,0.008870421,1.026140638
Horseshoe Bay WCID 1,4650100,WCID,Burnet,623.9698963,607.97,N,I,1999/06/19 00:00:00+00,,MB,FN,NP,horseshoe_bay_wcid1.shp,SFA,2009/06/19 00:00:00+00,27,53,0.000237312,0.099589677
Sienna Plantation MUD 6,7573800,MUD,Fort Bend,1304.743537,1300.346,N,A,1997/03/10 00:00:00+00,2009/05/27 00:00:00+00,MB,FN,NP,siennaplantationmud6_brd.shp,SFA,2009/06/22 00:00:00+00,79,157,0.000491101,0.107534847
3 B&J MUD,1011901,MUD,Williamson,545.9823461,545.85,Y,I,2007/09/01 00:00:00+00,,OSD,FN,NP,3_bj_mud.shp,SFA,2009/07/03 00:00:00+00,246,491,0.000208119,0.101968049
Gober MUD,3398000,MUD,Fannin,6558.310724,0,Y,A,1997/05/23 00:00:00+00,,OSD,FN,NP,gober_mud.shp,SFA,2009/07/02 00:00:00+00,74,147,0.002574102,0.261513885
Logan Slough Creek Improvement District 2,5445000,WCID,Lamar,5561.365696,0,Y,A,1961/05/17 00:00:00+00,,OSD,OTH,NP,logan_slough_id2.shp,SFA,2009/07/14 00:00:00+00,139,277,0.002191981,0.218555232
Montgomery County MUD 86,5858140,MUD,Montgomery,104.5399745,104.588,N,I,1991/05/18 00:00:00+00,1997/08/21 00:00:00+00,MB,MAPMB,NP,NA,smg,2001/08/07 00:00:00+00,170,339,3.96E-05,0.027317337
Montgomery County MUD 66,5858100,MUD,Montgomery,1.17711356,1.18,N,I,1985/06/15 00:00:00+00,,MB,MAPMB,P,NA,smg,2001/08/07 00:00:00+00,170,339,4.46E-07,0.006164256
Galveston County MUD 66,3202407,MUD,Galveston,323.5672985,322.174,N,A,2006/09/06 00:00:00+00,2007/10/19 00:00:00+00,MB,FN,NP,galvestonmud66_*.txt,kp,2012/07/05 00:00:00+00,84,167,0.000121715,0.12701485
West Brazoria County Drainage District,8466000,DD,Brazoria,950893.2852,0,NA,A,1969/04/02 00:00:00+00,,SHP,TXDOT,NP,db and plat acres not listed,ra,2002/03/14 00:00:00+00,20,39,0.356959909,3.020500623
Lower Colorado River Authority,5460000,RA,Travis,13628067.24,0,NA,A,1934/11/13 00:00:00+00,,E,E00,P,watersrv.E00 - LCRA Water Service A,ra,2002/03/25 00:00:00+00,227,453,5.183498589,21.63931806
Canadian River Municipal Water Authority,2253000,RA,Dawson,176052.0813,0,Y,A,1953/05/27 00:00:00+00,,OSD,FN,NP,candian_river_mwa.shp,SFA,,58,115,0.069748167,5.29106387
Denton County FWSD 3,2721840,WCID,Ellis,200.7524423,200,N,I,1998/05/07 00:00:00+00,,MB,MAPMB,P,dentonfwsd3.txt,sjm,2004/05/03 00:00:00+00,70,139,7.80E-05,0.039920067
Aldine PUD,987000,MUD,Harris,240.5764035,239.6788,N,I,1971/06/04 00:00:00+00,,MB,FN,NP,aldinepud.txt,sjm,2004/05/07 00:00:00+00,101,201,9.10E-05,0.081060991
Arcadian Gardens MUD,1047900,MUD,Harris,110.6053529,110,Y,I,1957/05/23 00:00:00+00,,OSD,MAP/OT,NP,NA,sjm,2004/05/07 00:00:00+00,101,201,4.18E-05,0.031361657
Bellfort PUD,1258500,MUD,Fort Bend,181.9969479,181.345,N,I,1971/05/11 00:00:00+00,,MB,FN,NP,bellfortpud.txt,sjm,2004/05/07 00:00:00+00,79,157,6.86E-05,0.043599064
Llano County MUD 1,5444000,MUD,Llano,246.4475464,245.42,N,A,1970/12/14 00:00:00+00,1997/07/22 00:00:00+00,MB,FN,P,llano_mud1.txt,sjm,2004/05/10 00:00:00+00,150,299,9.38E-05,0.074418971
Westlake MUD 1,8473500,MUD,Harris,396.1710648,394.75,N,A,1972/04/11 00:00:00+00,1978/08/29 00:00:00+00,MAPMB,MAP,NP,westlakemud1*.txt,sjm,2004/05/10 00:00:00+00,101,201,0.0001496,0.063693794
Montgomery County MUD 30,5857900,MUD,Montgomery,199.3642386,198.578,N,I,1974/02/26 00:00:00+00,,MB,MAPMB,P,montgomerymud30*.txt,sjm,2004/05/10 00:00:00+00,170,339,7.56E-05,0.053437845
Montgomery County MUD 38,5857980,MUD,Montgomery,586.6945351,584.285,N,I,1974/11/25 00:00:00+00,,MB,MAPMB,P,montgomerymud38.txt,sjm,2004/05/11 00:00:00+00,170,339,0.000222975,0.115686417
Montgomery County MUD 45,5857999,MUD,Montgomery,349.9878872,348.6048,N,I,1979/09/19 00:00:00+00,,MB,MAPMB,P,"montgomerymud45*.txt (1,2,3)",sjm,2004/05/11 00:00:00+00,170,339,0.000132678,0.104530139
West Travis County MUD 7,8489650,MUD,Travis,180.6940535,228.05,N,I,2002/07/31 00:00:00+00,2003/03/21 00:00:00+00,E,DWG,NP,"dwg not = to FN, but fits MUD 6",sjm,2004/03/16 00:00:00+00,227,453,6.86E-05,0.058756234
Harris County MUD 136,3737330,MUD,Harris,415.8753848,414.34,N,A,1974/12/16 00:00:00+00,2002/06/24 00:00:00+00,MB,MAPMB,P,orig plat: 414.3430,sjm,2004/05/13 00:00:00+00,101,201,0.000157105,0.063698215
Woodcreek Reserve MUD,8717500,MUD,Fort Bend,492.440395,490.64,N,A,2002/07/02 00:00:00+00,2003/07/17 00:00:00+00,MB,MAPMB,NP,annexation? no acreage match,sjm,2004/05/17 00:00:00+00,79,157,0.000185896,0.063113542
